SIC5L4;SIC7L4;Level 5 text description
3129;1399;Hemp product manufacturing (fabric)
3129;1399;Hessian product manufacturing (fabric)
3129;1399;Hose-piping and similar textile tubing manufacturing with or without lining, armour or accessories of other material
3129;1399;Insulation felt material manufacturing
3129;1399;Ironing board felt manufacturing
3129;1399;Jute felt product manufacturing (fabric)
3129;1399;Kapok manufacturing
3129;1399;Kapok or curled hair upholstery filling manufacturing
3129;1399;Kapok padding or willowing
3129;1399;Label, printed cloth, manufacturing
3129;1399;Labels (textiles) manufacturing
3129;1399;Lace curtain or lace product weaving
3129;1399;Lace product, cutting and sewing
3129;1399;Lace table cover weaving
3129;1399;Laces (in piece, strips or motifs, embroidery) manufacturing
3129;1399;Laces manufacturing
3129;1399;Lamp wick manufacturing
3129;1399;Lining felt manufacturing
3129;1399;Mantle fabric manufacturing - tubular gas
3129;1399;Mantles manufacturing  - incandescent gas
3129;1399;Metal cloth, rayon fabric, manufacturing
3129;1399;Mungo cloth manufacturing (cloth made of recycled wool)
3129;1399;Narrow fabric textile trimmings manufacturing
3129;1399;Natural fibre narrow fabric manufacturing
3129;1399;Natural fibre necktie, narrow fabric, manufacturing
3129;1399;Natural fibre net curtain weaving
3129;1399;Netting textile or fabric manufacturing
3129;1399;Non-elastic webbing manufacturing
3129;1399;Oakum picking and willowing
3129;1399;Oilcloth manufacturing
3129;1399;Ornamental trimmings manufacturing
3129;1399;Padding manufacturing
3129;1399;Pipe covering felt manufacturing
3129;1399;Plush fabric manufacturing
3129;1399;Polishing felt manufacturing
3129;1399;Pompons manufacturing
3129;1399;Pyroxylin coated fabric manufacturing
3129;1399;Rag blending
3129;1399;Rag carbonising
3129;1399;Rag condensing and garnetting
3129;1399;Rag mill
3129;1399;Rayon braiding manufacturing in narrow fabric textile mill
3129;1399;Rayon industrial fabric manufacturing
3129;1399;Ribbon manufacturing
3129;1399;Ruffling of materials manufacturing
3129;1399;Shoddy wool manufacturing
3129;1399;Shoulder pad manufacturing
3129;1399;Silk braid manufacturing in narrow fabric textile mill
3129;1399;Silk industrial fabric manufacturing
3129;1399;Sisal pad manufacturing
3129;1399;Straining cloth manufacturing
3129;1399;Synthetic narrow fabric manufacturing
3129;1399;Table mat, felt, manufacturing
3129;1399;Table pad manufacturing
3129;1399;Tailor's binding manufacturing
3129;1399;Tape or fibrillated yarn manufacturing
3129;1399;Tape, textile, manufacturing
3129;1399;Tassels manufacturing
3129;1399;Textile fabric, rubber coated, manufacturing
3129;1399;Textile hosepiping manufacturing
3129;1399;Textile yarn or strip covered, impregnated, coated or sheathed with rubber or plastic, manufacturing
3129;1399;Tracing cloth manufacturing
3129;1399;Transmission belt or belting, textile, manufacturing
3129;1399;Trimming manufacturing
3129;1399;Tulles manufacturing
3129;1399;Tyre cord fabric manufacturing - high-tenacity man-made yarn
3129;1399;Tyre cord yarns or fabrics, synthetic fibre, manufacturing
3129;1399;Tyre fabric manufacturing
3129;1399;Underfelt manufacturing
3129;1399;Underfelt wadding manufacturing
3129;1399;Underlay manufacturing (not rubber)
3129;1399;Unsaturated roofing felt stock manufacturing
3129;1399;Upholstery filling manufacturing
3129;1399;Varnishing cambric (manufacturing)
3129;1399;Vegetable material manufactured, bleached, dyed or combed for use in brushes or brooms, manufacturing
3129;1399;Waste cotton pulling
3129;1399;Wastecloth manufacturing
3129;1399;Waterproofing fabric (manufacturing)
3129;1399;Wax coated fabric manufacturing
3129;1399;Waxing fabric manufacturing
3129;1399;Webbing manufacturing, in narrow fabric textile mill
3129;1399;Wicks - textile - manufacturing
3129;1399;Willowing kapok  manufacturing
3129;1399;Wool braiding manufacturing
3129;1399;Wool shoddy textile manufacturing
3129;1399;Woven cloth label manufacturing
3129;1399;Woven fabric manufacturing (elastic or elastomeric)
3129;1399;Woven label manufacturing
3129;1399;Yarn - gimped  manufacturing
3129;1399;Yarn - metallised  manufacturing
3150;1399;Powder puff manufacturing
3121;1410;Diapers, cloth
3140;1410;Manufacture of ski suits
3140;1410;Manufacture of babies’ garments
3140;1410;Manufacture of hats and caps (for manufacture of leather sports headgear, see 3230)
3140;1410;Manufacture of headgear of fur skins
3140;1410;Manufacture of leather industrial work accessories such as welder's leather aprons
3140;1410;Manufacture of other clothing accessories:  gloves (for manufacture of leather sports gloves, see 3230)
3140;1410;Manufacture of other clothing accessories: belts, shawls, ties, cravats, hairnets etc
3130;1410;Apparel knitting
3130;1410;Bathing suit knitting
3130;1410;Bib knitting
3130;1410;Blouse knitting
3130;1410;Cardigan knitting
3130;1410;Cardigans manufacturing
3130;1410;Clothing manufacturing (knitted)
3130;1410;Custom knitting of outerwear
3130;1410;Dress knitting
3130;1410;Glove knitting
3130;1410;Hand knitting cardigan pullover or similar garment
3130;1410;Headwear knitting
3130;1410;Hosiery manufacturing
3130;1410;Jersey manufacturing
3130;1410;Jumper manufacturing
3130;1410;Knitted jacket manufacturing
3130;1410;Knitted shoes manufacturing (without applied soles)
3130;1410;Knitted singlet manufacturing
3130;1410;Knitted waistcoat manufacturing
3130;1410;Knitting of pullover cardigan or similar garment
3130;1410;Men's tie knitting
3130;1410;Nightwear knitting
3130;1410;Nylon stocking manufacturing
3130;1410;Other hosiery manufacturing
3130;1410;Outerwear knitting
3130;1410;Pantihose/pantyhose manufacturing
3130;1410;Pullover knitting
3130;1410;Pullover manufacturing
3130;1410;Robe knitting
3130;1410;Scarf knitting
3130;1410;Shawl knitting
3130;1410;Shirt knitting
3130;1410;Silk hosiery manufacturing
3130;1410;Ski suit knitting
3130;1410;Skirt knitting
3130;1410;Sleepwear knitting
3130;1410;Sock manufacturing
3130;1410;Stockings manufacturing
3130;1410;Suit knitting
3130;1410;Sweat shirt knitting
3130;1410;Sweater knitted manufacturing
3130;1410;Swimwear knitting
3130;1410;Tights manufacturing
3130;1410;Twin sets knitted manufacturing
3130;1410;Underwear knitting
3130;1410;Union suit knitting
3140;1410;Academic gown manufacturing
3140;1410;Academic gown, cutting and sewing
3140;1410;Apparel manufacturing
3140;1410;Apparel, cutting and sewing
3140;1410;Apron, including leather, manufacturing
3140;1410;Athletic clothing, cutting and sewing
3140;1410;Bathrobe, cutting and sewing
3140;1410;Beachwear, cutting and sewing
3140;1410;Boiler suit, cutting and sewing
3140;1410;Boy's clothing manufacturing
3140;1410;Boy's outerwear manufacturing
3140;1410;Briefs manufacturing
3140;1410;Burial shroud, cutting and sewing
3140;1410;Camp clothing, cutting and sewing
3140;1410;Children's clothing manufacturing (boy's)
3140;1410;Children's clothing, cutting and sewing
3140;1410;Children's outerwear, cutting and sewing
3140;1410;Clothing including leather manufacturing (not fur)
3140;1410;Clothing, men's, manufacturing
3140;1410;Coat, cutting and sewing
3140;1410;Costume, masquerade, cutting and sewing
3140;1410;Costume, theatrical, manufacturing
3140;1410;Cutting wearing apparel
3140;1410;Dust coat manufacturing
3140;1410;Flannel shirt, cutting and sewing
3140;1410;Garment manufacturing
3140;1410;Industrial garment manufacturing
3140;1410;Jacket, cutting and sewing
3140;1410;Jeans manufacturing
3140;1410;Kilt, cutting and sewing
3140;1410;Leather clothing manufacturing
3140;1410;Leather jacket manufacturing
3140;1410;Leather suit, coat or uniforms manufacturing
3140;1410;Melton jacket, cutting and sewing
3140;1410;Men's and boy's jeans manufacturing
3140;1410;Men's and women's garment manufacturing
3140;1410;Men's bathing suit, cutting and sewing
3140;1410;Men's clothing manufacturing
3140;1410;Men's sun suit, cutting and sewing
3140;1410;Nightwear/pyjamas, cutting and sewing
3140;1410;Non-profit sheltered labour concerns evolved in making of clothes, uniforms (Dept. of Labour)
3140;1410;Nursing uniform, cutting and sewing
3140;1410;Oiled outerwear cutting and sewing
3140;1410;Oilskin clothing manufacturing
3140;1410;Outerwear, cutting and sewing
3140;1410;Overall/overcoat, cutting and sewing
3140;1410;Pants, cutting and sewing
3140;1410;Parka, cutting and sewing
3140;1410;Plastic clothing, cutting and sewing
3140;1410;Plastic material garment, cutting and sewing
3140;1410;Play suit, cutting and sewing
3140;1410;Poncho, cutting and sewing
3140;1410;Printing on clothing (when done by the manufacturer - men)
3140;1410;Raincoat manufacturing
3140;1410;Riding clothes, cutting and sewing
3140;1410;Riding habit, cutting and sewing
3140;1410;Rubberised apron or apparel, cutting and sewing
3140;1410;Rubberised fabric clothing, cutting and sewing
3140;1410;Rubberised fabric raincoat, cutting and sewing
3140;1410;Schoolwear clothing manufacturing
3140;1410;Sheepskin lined clothing manufacturing
3140;1410;Shirt, cutting and sewing
3140;1410;Short coat, cutting and sewing
3140;1410;Shorts manufacturing
3140;1410;Ski suit, cutting and sewing
3140;1410;Slacks, cutting and sewing
3140;1410;Sleepwear manufacturing
3140;1410;Sleepwear manufacturing
3140;1410;Snow and ski suit manufacturing
3140;1410;Snow pants, cutting and sewing
3140;1410;Sport clothing or shirt cutting or sewing, manufacturing
3140;1410;Sports clothing/sportswear, cutting and sewing
3140;1410;Stitched or rubberised clothing manufacturing (unisex)
3140;1410;Suede clothing, cutting and sewing
3140;1410;Suit, cutting and sewing
3140;1410;Topcoat, cutting and sewing
3140;1410;Trouser, cutting and sewing
3140;1410;T-Shirts manufacturing
3140;1410;Underwear/underclothing, cutting and sewing
3140;1410;Uniform, cutting and sewing
3140;1410;Vest, cutting and sewing
3140;1410;Vestment, cutting and sewing
3140;1410;Vests manufacturing
3140;1410;Wash suit, cutting and sewing, manufacturing
3140;1410;Washable service apparel, rubberised fabric, cutting and sewing
3140;1410;Waterproof clothing, cutting and sewing
3140;1410;Waterproof outerwear, cutting and sewing
3140;1410;Wet suits manufacturing
3140;1410;Whitewear, cutting and sewing
3140;1410;Windbreaker manufacturing
3140;1410;Work clothes, cutting and sewing
3140;1410;Work clothes, rubberised, cutting and sewing
3140;1410;Work or sport clothing for men manufacturing
3140;1410;Work pants, cutting and sewing
3140;1410;Baby bunting, cutting and sewing
3140;1410;Blouse, cutting and sewing
3140;1410;Brassiere manufacturing
3140;1410;Brassiere, cutting and sewing
3140;1410;Business smock uniform manufacturing
3140;1410;Children's clothing manufacturing
3140;1410;Clothing manufacturing (ladies)
3140;1410;Corset manufacturing
3140;1410;Dress shield manufacturing
3140;1410;Dress, cutting and sewing
3140;1410;Foundation garment manufacturing
3140;1410;Girdles manufacturing (under-pants)
3140;1410;Girdles, cutting and sewing (under-pants)
3140;1410;Girls' clothing manufacturing
3140;1410;House dress, cutting and sewing
3140;1410;Infants' clothing manufacturing
3140;1410;Ladies' bathing suit, cutting and sewing
3140;1410;Ladies' garment manufacturing
3140;1410;Ladies' robe, cutting and sewing
3140;1410;Ladies' sleepwear manufacturing
3140;1410;Ladies' swimwear manufacturing
3140;1410;Ladies' underwear cutting, sewing
3140;1410;Ladies' uniform manufacturing
3140;1410;Leather suspender manufacturing
3140;1410;Lingerie manufacturing
3140;1410;Pinafore, cutting and sewing
3140;1410;Printing on - women's clothing (when done by the manufacturer)
3140;1410;Saris manufacturing
3140;1410;Skirt, cutting and sewing
3140;1410;Skirt, leather, manufacturing
3140;1410;Smock, cutting and sewing
3140;1410;Suspender, cutting and sewing
3140;1410;Tunic manufacturing
3140;1410;Women's and girls' outerwear manufacturing
3140;1410;Women's clothing manufacturing
3140;1410;Women's foundation garment, cutting and sewing
3140;1410;Women's, girls' and infants' jeans manufacturing
3140;1410;Work or sport clothing for women
3140;1410;Apparel tailoring
3140;1410;Bespoke tailoring
3140;1410;Custom dressmaking
3140;1410;Custom tailoring
3140;1410;Academic cap manufacturing
3140;1410;Bathing cap manufacturing (stitched)
3140;1410;Belt manufacturing for clothing (not leather)
3140;1410;Belt manufacturing, rubber, for clothing 
3140;1410;Belt, leather, manufacturing
3140;1410;Belts manufacturing (wearing apparel) 
3140;1410;Beret, cutting and sewing
3140;1410;Bib, rubberised fabric, cutting and sewing
3140;1410;Braces manufacturing (clothing)
3140;1410;Caps manufacturing (head-wear)
3140;1410;Cravats manufacturing
3140;1410;Garter making
3140;1410;Girdles, cutting and sewing (waistband)
3140;1410;Gloves manufacturing
3140;1410;Gloves, leather, manufacturing
3140;1410;Hair net manufacturing
3140;1410;Handkerchief, cutting and sewing
3140;1410;Hats manufacturing
3140;1410;Headwear, cutting and sewing
3140;1410;Lace glove manufacturing
3140;1410;Leather cork helmet manufacturing
3140;1410;Men's cuffs, cutting and sewing
3140;1410;Men's' furnishings, cutting and sewing
3140;1410;Neckwear, cutting and sewing
3140;1410;Plastic bib, cutting and sewing
3140;1410;Scarf, cutting and sewing
3140;1410;Shawl, cutting and sewing
3140;1410;Silk hat manufacturing
3140;1410;Straw hat manufacturing
3140;1410;Sweat band, cutting and sewing
3140;1410;Textile clothing accessories manufacturing
3140;1410;Textile fabric belt, cutting and sewing
3140;1410;Tie, cutting and sewing
3140;1410;Ties manufacturing
3140;1410;Tropical helmet manufacturing
3140;1410;Uniform cap manufacturing
3140;1410;Veil, cutting and sewing
3140;1410;Visor cap manufacturing
3140;1410;Waistband, cutting and sewing
3140;1410;Waistgirdle manufacturing
3140;1410;Webbed belt manufacturing
3170;1410;Felt shoe manufacturing
3170;1410;Flip flops manufacturing
3150;1420;Manufacture of diverse articles of fur skins: rugs, unstuffed pouffes, industrial polishing cloths
3150;1420;Clothing, fur,  manufacturing
3150;1420;Fur accessory manufacturing
3150;1420;"Fur articles manufacturing (rugs, unstuffed pouffes; industrial cleaning cloth)"
3150;1420;Fur assemblies manufacturing - plates, mats, strips etc
3150;1420;Fur clothing accessories or trimmings manufacturing
3150;1420;Fur clothing manufacturing
3150;1420;Fur gloves manufacturing
3150;1420;Fur rug making
3150;1420;Fur trimming manufacturing
3150;1420;Fur wearing apparel manufacturing
3150;1420;Manufacture of articles made of fur skins: wearing apparel and clothing accessories
3150;1420;Manufacture of articles of fur
3150;1420;Manufacture of assemblies of fur skins such as “dropped” fur skins, plates, mats, strips etc
3150;1420;Natural pelt garment manufacturing
3150;1420;Skin rug manufacturing
3151;1420;Fur mitten manufacturing
3130;1430;Manufacture of hosiery, including socks, tights and pantyhose
3130;1430;Baby bunting , knitted, manufacturing
3130;1430;Curtain knitting
3130;1430;Custom knitting apparel
3130;1430;Dishcloth knitting
3130;1430;Hand knitting apparel
3130;1430;Knitting (not pullover, cardigan, etc.)
3130;1430;Manufacture of knitted and crocheted apparel
3130;1430;Manufacture of knitted or crocheted wearing apparel and other made-up articles directly into shape: pullovers, cardigans, jerseys, waistcoats and similar articles
3130;1430;Towel knitting
3130;1430;Tubular fabric knitting
3130;1430;Washcloth knitting
3150;1511;Bleaching of fur skins with the hair on
3150;1511;Bleaching of hides with the hair on
3150;1511;Currying of  hides with the hair on
3150;1511;Currying of fur skins with the hair on
3150;1511;Dressing and dyeing of fur
3150;1511;Dyeing of fur skins with the hair on
3150;1511;Dyeing of hides with the hair on
3150;1511;Plucking of  hides with the hair on
3150;1511;Plucking of fur skins with the hair on
3150;1511;Scraping of fur skins with the hair on
3150;1511;Scraping of hides with the hair on
3150;1511;Shearing of fur skins with the hair on
3150;1511;Shearing of hides with the hair on
3150;1511;Tanning of fur skins with the hair on
3150;1511;Tanning of hides with the hair on
3161;1511;Dressing of hides (for production of hides as part of ranching, see group 014 and for production of hides as part of slaughtering, see 1010)
3161;1511;Dressing of leather skins (for manufacture of imitation leather not based on natural leather, see 2219, 2220) and (for production of skins as part of ranching, see group 014 and for production of hides as part of slaughtering, see 1010)
3161;1511;Dyeing of hides (for production of hides as part of ranching, see group 014 and for production of hides as part of slaughtering, see 1010)
3161;1511;Dyeing of leather skins (for manufacture of imitation leather not based on natural leather, see 2219, 2220 and for production of hides as part of ranching, see group 014 and for production of hides as part of slaughtering, see 1010)
3161;1511;Manufacture of chamois dressed leathers
3161;1511;Manufacture of composition leather
3161;1511;Manufacture of metallized leathers
3161;1511;Manufacture of parchment dressed  leathers
3161;1511;Manufacture of patent leathers
3161;1511;Tanning and dressing of leather
3161;1511;"Tanning of hides (for production of hides as part of ranching, see group 014 and for production of hides as part of slaughtering, see 1010)
"
3161;1511;Tanning of leather skins (for manufacture of imitation leather not based on natural leather, see 2219, 2220)
3150;1511;Bleaching fur
3150;1511;Currying of fur
3150;1511;Dyeing of fur
3150;1511;Fur - dressing and dyeing
3150;1511;Fur dressing
3150;1511;Fur skin, dressing, dyeing
3150;1511;Fur tanning
3150;1511;Fur-skins production (scraping, currying, tanning, bleaching, shearing and plucking)
3150;1511;Pelt finishing  (with hair)
3150;1511;Pelt tanning  (with hair)
3150;1511;Scraping of fur
3150;1511;Scraping of pelt
3161;1511;Chamois bleaching
3161;1511;Colouring leather
3161;1511;Curing hide (preserve with salt)
3161;1511;Currying hide
3161;1511;Degreasing hide
3161;1511;Dyeing leather
3161;1511;Embossing hides and skins
3161;1511;Embossing leather
3161;1511;Finishing hides and skins
3161;1511;Finishing leather
3161;1511;Gold embossing leather
3161;1511;Hide tanning
3161;1511;Hide trimming activity
3161;1511;Japanning hides and skins
3161;1511;Japanning leather
3161;1511;Leather dressing/japanning
3161;1511;Leather manufacturing
3161;1511;Leather processing
3161;1511;Leather tanning/tannery
3161;1511;Leatherette manufacturing
3161;1511;Metallised leathers manufacturing
3161;1511;Parchment (finished leather) manufacturing
3161;1511;Parchment leather manufacturing
3161;1511;Patent leather manufacturing
3161;1511;Pelt pickling
3161;1511;Reptile leather manufacturing
3161;1511;Russet buffing manufacturing
3161;1511;Sheep skin tanning
3161;1511;Skin tanning
3161;1511;Skin, leather, manufacturing
3161;1511;Skirting leather manufacturing
3161;1511;Tannery activity
3161;1511;Tanning hides and skins
3161;1511;Trimming hide
3161;1511;Trimming leather manufacturing
3161;1511;Upholstery leather manufacturing
3161;1511;Upper leather manufacturing
3161;1511;Vellum leather manufacturing
3161;1511;Welting leather manufacturing
3161;1511;Wetblueing of raw hides
3162;1512;Manufacture of luggage, handbags and the like
3162;1512;Manufacture of luggage, handbags and the like, of leather, composition leather or any other material, such as plastic sheeting, textile materials, vulcanized fibre or paperboard,  where the same technology is used as for leather
3162;1512;Manufacture of diverse articles of leather or composition leather: driving belts, packings etc
3162;1512;Manufacture of saddlery and harness
3162;1512;Manufacture of shoe-lace, of leather
3760;1512;Manufacture of non-metallic watch bands e.g. fabric, leather, plastic (for manufacture of precious metal watch bands, see 3211 and  manufacture of non-precious metal watch bands, see 3212)
3929;1512;Manufacture of horse whips
3929;1512;Manufacture of riding crops
3161;1512;Belt leather manufacturing (for belt production)
3161;1512;Belting, leather, industrial manufacturing
3161;1512;Bookbinders' leather manufacturing
3161;1512;Box calf manufacturing
3161;1512;Bung, or goldbeaters skin, manufacturing
3161;1512;Chamois manufacturing (leather)
3161;1512;Composition leathers manufacturing (i.e. slabs, sheets or strips of a material with a basis of leather or leather fibre)
3161;1512;Gill leather manufacturing
3161;1512;Glaze kid manufacturing
3162;1512;Artificial leather bags and luggage manufacturing
3162;1512;Attaché case manufacturing
3162;1512;Bags, leather or leather substitute manufacturing
3162;1512;Boston bag, any material, manufacturing
3162;1512;Briefcase manufacturing (leather or leather products)
3162;1512;Gadget bag manufacturing
3162;1512;Handbags manufacturing
3162;1512;Kit bag, leather, manufacturing
3162;1512;Leather and substitute, product bag, manufacturing
3162;1512;Luggage manufacturing
3162;1512;Luggage/handbags, made of textile materials, vulcanised fibre or paperboard, manufacturing
3162;1512;Plastic luggage manufacturing
3162;1512;School bag manufacturing
3162;1512;Soft luggage manufacturing
3162;1512;Suitcase manufacturing
3162;1512;Travel goods manufacturing
3162;1512;Travel products manufacturing (imitation leather handbags/luggage)
3162;1512;Travelling bag manufacturing
3162;1512;Trunk manufacturing
3162;1512;Valise manufacturing
3162;1512;Vanity case leather manufacturing
3162;1512;Art leather work manufacturing
3162;1512;Artificial leather products
3162;1512;Boot lace, leather, manufacturing
3162;1512;Burnt leather goods manufacturing
3162;1512;Button covering (leather)
3162;1512;Camera case, leather, manufacturing
3162;1512;Card case manufacturing (leather)
3162;1512;Carry cot, leather, manufacturing
3162;1512;Cigarette and cigar case, leather, manufacturing
3162;1512;Coin purse manufacturing
3162;1512;Collar harness manufacturing
3162;1512;Dog leash collar manufacturing
3162;1512;Embossed leather product manufacturing
3162;1512;Halter manufacturing
3162;1512;Harness and saddlery manufacturing
3162;1512;Horse/ cow cover, leather, manufacturing
3162;1512;Jewellery box, leather, manufacturing
3162;1512;Leather animal muzzle manufacturing
3162;1512;Leather brace manufacturing
3162;1512;Leather jewel box manufacturing
3162;1512;Leather key case manufacturing
3162;1512;Leather mats manufacturing
3162;1512;Leather novelty manufacturing
3162;1512;Leather packing, industrial, manufacturing
3162;1512;Leather product, except footwear, manufacturing
3162;1512;Leather radio case manufacturing
3162;1512;Leather roller covering manufacturing
3162;1512;Leather wallet manufacturing
3162;1512;Leather washers manufacturing
3162;1512;Leather wiping cloth manufacturing
3162;1512;Machine belting leather and substitute manufacturing
3162;1512;Musical instrument case manufacturing (leather)
3162;1512;Pocketbook manufacturing
3162;1512;Pouffes manufacturing (leather)
3162;1512;Purse manufacturing (leather or leather substitutes)
3162;1512;Razor strop manufacturing
3162;1512;Riding bridle manufacturing
3162;1512;Saddles manufacturing
3162;1512;Shoe lace, leather, manufacturing
3162;1512;Small leather product manufacturing
3162;1512;Straps, leather, manufacturing
3162;1512;Substitute leather product manufacturing
3162;1512;Tobacco pouch, leather, manufacturing
3162;1512;Watch strap, leather, manufacturing
3760;1512;Watch bands manufacturing (leather)
3760;1512;Watch bands manufacturing (plastic)
3760;1512;Watch bands manufacturing (textile)
3760;1512;Watch bracelets manufacturing (leather)
3760;1512;Watch bracelets manufacturing (plastic)
3760;1512;Watch bracelets manufacturing (textile)
3760;1512;Watch straps manufacturing (leather)
3760;1512;Watch straps manufacturing (plastic)
3760;1512;Watch traps manufacturing (textile)
3929;1512;Riding crops manufacturing
3929;1512;Whip lash manufacturing
3929;1512;Whip manufacturing
3929;1512;Whipstock manufacturing (whip handle)
3170;1520;Manufacture of footwear
3170;1520;Manufacture of footwear for all purposes, of any material, by any process, including moulding
3170;1520;Manufacture of gaiters, leggings and similar articles
3170;1520;Manufacture of leather parts of footwear: manufacture of uppers and parts of uppers, outer and inner soles, heels etc
3170;1520;Ballet slipper manufacturing
3170;1520;Boot and shoe top lift manufacturing 
3170;1520;Boot manufacturing
3170;1520;Braided shoes manufacturing
3170;1520;Canvas puttee manufacturing
3170;1520;Canvas shoe manufacturing
3170;1520;Clog sole manufacturing
3170;1520;Clogs, wooden, manufacturing
3170;1520;Cut stock, boot and shoe, manufacturing
3170;1520;Cut, upper shoe stock
3170;1520;Fabric footwear manufacturing (with applied soles)
3170;1520;Footwear components manufacturing
3170;1520;Footwear for sporting activities manufacturing
3170;1520;Footwear manufacturing (except orthopaedic footwear)
3170;1520;Footwear parts manufacturing (uppers, inner and outer soles, etc.)
3170;1520;Footwear, plastic, manufacturing
3170;1520;Footwear, wooden, manufacturing
3170;1520;Gaiters manufacturing
3170;1520;House slipper manufacturing (with soles)
3170;1520;Industrial and safety footwear manufacturing
3170;1520;Jandals manufacturing
3170;1520;Leather boot and shoe manufacturing
3170;1520;Leather footwear manufacturing
3170;1520;Leather puttee manufacturing
3170;1520;Leather sole manufacturing
3170;1520;Leather vamp manufacturing
3170;1520;Leather welt manufacturing
3170;1520;Leggings manufacturing
3170;1520;Men's and women's slipper manufacturing
3170;1520;Moulded plastic shoe manufacturing
3170;1520;Moulded rubber boot manufacturing
3170;1520;Plastic boots and shoes manufacturing
3170;1520;Quarter shoe, cut stock, manufacturing
3170;1520;Raffia footwear manufacturing
3170;1520;Rubber boot manufacturing
3170;1520;Rubber footwear manufacturing
3170;1520;Rubber legging manufacturing
3170;1520;Rubber overshoe manufacturing
3170;1520;Rubber shoe manufacturing
3170;1520;Rubber soled footwear manufacturing
3170;1520;Sabot manufacturing (heavy wooden-soled shoe)
3170;1520;Sandal manufacturing
3170;1520;Shank shoes manufacturing
3170;1520;Shoe clasp manufacturing
3170;1520;Shoe lining manufacturing
3170;1520;Shoe manufacturing
3170;1520;Shoe peg manufacturing
3170;1520;Shoe tip, cut stock, manufacturing
3170;1520;Shoemaking to individual order (not in repair shops)
3170;1520;Slipper manufacturing
3170;1520;Sole manufacturing
3170;1520;Spat manufacturing (cloth gaiter protecting shoe from mud)
3170;1520;Straw footwear manufacturing
3170;1520;Suede slipper manufacturing
3170;1520;Tap shoe manufacturing
3170;1520;Thongs manufacturing
3170;1520;Thongs, rubber, manufacturing
3170;1520;Toe box manufacturing
3170;1520;Toe cap manufacturing
3170;1520;Vulcanised or moulded rubber shoe manufacturing
3170;1520;Welt and rand rubber shoe manufacturing
3170;1520;Welt leather shoe manufacturing
3170;1520;Wooden shoe manufacturing
3210;1610;Chemical treatment of wood with other materials
3210;1610;Chemical treatment of wood with preservatives
3210;1610;Chipping logs
3210;1610;Drying of wood
3210;1610;Impregnation of wood with other materials
3210;1610;Impregnation of wood with preservatives
3210;1610;Machining of wood
3210;1610;Peeling logs
3210;1610;Planing  of wood
3210;1610;Sawing of wood
3210;1610;Sawmilling and planing of wood
3210;1610;Slicing logs
3210;1610;Manufacture of unassembled wooden flooring
3210;1610;Manufacture of wood chips
3210;1610;Manufacture of wood flour
3210;1610;Manufacture of wood particles
3210;1610;Manufacture of wood wool
3210;1610;Manufacture of wooden railway sleepers
3210;1610;Barking mill
3210;1610;Creosote treating of timber
3210;1610;Custom wood sawing services
3210;1610;Dressed timber manufacturing
3210;1610;Drying timber in a kiln
3210;1610;Flagpole, sawing and planing, wooden
3210;1610;Forest services sawmill
3210;1610;Handle stock sawing and planing
3210;1610;Impregnation of wood with chemicals
3210;1610;Kiln or oven drying of timber, manufacturing
3210;1610;Log debarking at sawmill
3210;1610;Log milling
3210;1610;Log sawmilling (whether mobile or not, in the forest or elsewhere)
3210;1610;Logs - slicing, peeling or chipping manufacturing
3210;1610;Lumber mill (whether mobile or not, in the forest or elsewhere)
3210;1610;Mast sawing and planing
3210;1610;Planing factory (whether mobile or not, in the forest or elsewhere)
3210;1610;Planing mills operation (whether mobile or not, in the forest or elsewhere)
3210;1610;Pole sawing and planing
3210;1610;Pole treating
3210;1610;Post peeling
3210;1610;Post preserving operation (chemicals)
3210;1610;Post timber preserving
3210;1610;Post treating
3210;1610;Resawing cants and flinges into lumber
3210;1610;Rough timber logs sawing
3210;1610;Sawmilling and timber processing
3210;1610;Sawmilling planing and precutting
3210;1610;Sawmills operation (whether mobile or not, in the forest or elsewhere)
3210;1610;Sawn timber manufacturing
3210;1610;Sawn wood manufacturing
3210;1610;Seasoning timber
3210;1610;Tent pole sawing and planing
3210;1610;Timber kiln drying
3210;1610;Timber mill (whether mobile or not, in the forest or elsewhere)
3210;1610;Timber planing mill (whether mobile or not, in the forest or elsewhere)
3210;1610;Timber preserving operation
3210;1610;Timber resawing
3210;1610;Timber seasoning
3210;1610;Timber, resawn, manufacturing (from logs sawn at the same unit)
3210;1610;Timber, rough sawn, manufacturing
3210;1610;Treated and planed telephone or telegraph poles manufacturing
3210;1610;Wood chemical treatment
3210;1610;Wood creosoting
3210;1610;Wood kiln drying
3210;1610;Wood planing
3210;1610;Wood preserving
3210;1610;Wood saw milling
3210;1610;Wood seasoning
3210;1610;Wooden post and batten pressure treating
3210;1610;Wooden railroad tie sawing and planing
3210;1610;Wooden railway shim sawing (shim - thin strip of material to make parts fit)
3210;1610;Bark crushing and grading
3210;1610;Bark, grinding
3210;1610;Bark, ground, manufacturing
3210;1610;Chip mill operation
3210;1610;Excelsior wrapper manufacturing 
3210;1610;Flooring, wooden manufacturing
3210;1610;Hardwood woodchip manufacturing
3210;1610;Parquet flooring manufacturing (unassembled)
3210;1610;Sawdust manufacturing
3210;1610;Softwood woodchip manufacturing
3210;1610;Unassembled wood flooring manufacturing
3210;1610;Wattle bark grinding and compressing
3210;1610;Wood chip particles manufacturing
3210;1610;Wood excelsior manufacturing
